meeting_date,report_start_date,report_end_date,context_type,radar_section,matched_report_game,match_method,event_date,hot_score,hot_reasons,source,source_tier,source_tier_label,region,title,title_en,url,published_at,first_seen_at,last_seen_at,radar_generated_at,inclusion_reason,story_key,include_in_final_report,final_report_section,editor_decision,editor_note,key_details,why_it_matters
2026-08-04,2026-07-21,2026-08-03,high_score_game_announcement,game_announcements,,,2026-08-02,90,game_lifecycle; platform_store; market_keyword,GamingonPhone,major_gaming_media,Major gaming media,GLOBAL,Fight On! Erina! – Rabi-Ribi brings its beloved Metroidvania platforming adventure to Android with its first closed beta in China this August,,https://gamingonphone.com/action/fight-on-erina-rabi-ribi-brings-its-beloved-metroidvania-platforming-adventure-to-android-with-its-first-closed-beta-in-china-this-august/,2026-08-02T05:00:00+00:00,2026-08-03T05:48:34.158886+00:00,2026-08-03T05:48:34.158886+00:00,2026-08-05T04:08:31.878853+00:00,Game Announcement review candidate: hot_score >= 70; inside report period. Human approval required.,fight erina rabi ribi brings beloved metroidvania platforming,,,,,,
2026-08-04,2026-07-21,2026-08-03,high_score_game_announcement,game_announcements,,,2026-07-28,74,game_lifecycle; market_keyword,Pocket Tactics,major_gaming_media,Major gaming media,GLOBAL,"Call of Duty: Modern Warfare 4 release date, trailer, and platforms",,https://www.pockettactics.com/call-of-duty-modern-warfare-4/guide,2026-07-28T15:58:06+00:00,2026-08-03T05:48:34.158886+00:00,2026-08-05T04:08:31.878853+00:00,2026-08-05T04:08:31.878853+00:00,Game Announcement review candidate: hot_score >= 70; inside report period. Human approval required.,call duty modern warfare release date trailer platforms,,,,,,
2026-08-04,2026-07-21,2026-08-03,high_score_game_announcement,game_announcements,,,2026-07-30,74,game_lifecycle; market_keyword,Gamer Matters,regional_gaming_media,Regional gaming media,MY,Stupid Never Dies Launches This October,,https://gamermatters.com/stupid-never-dies-launches-this-october/,2026-07-30T02:34:17+00:00,2026-08-03T05:48:34.158886+00:00,2026-08-05T04:08:31.878853+00:00,2026-08-05T04:08:31.878853+00:00,Game Announcement review candidate: hot_score >= 70; inside report period. Human approval required.,stupid never dies launches this october,,,,,,
2026-08-04,2026-07-21,2026-08-03,high_score_game_announcement,game_announcements,,,2026-07-30,74,game_lifecycle; market_keyword,RPG Site,major_gaming_media,Major gaming media,GLOBAL,"Demons' Night Fever releases simultaneously worldwide on October 22, pre-orders available now",,https://www.rpgsite.net/news/21009-demons-night-fever-release-date-physical-edition-switch-ps5,2026-07-30T19:38:00+00:00,2026-08-03T05:48:34.158886+00:00,2026-08-03T05:48:34.158886+00:00,2026-08-05T04:08:31.878853+00:00,Game Announcement review candidate: hot_score >= 70; inside report period. Human approval required.,demons night fever releases simultaneously worldwide october orders,,,,,,
2026-08-04,2026-07-21,2026-08-03,high_score_game_announcement,game_announcements,,,2026-07-31,74,game_lifecycle; market_keyword,RPG Site,major_gaming_media,Major gaming media,GLOBAL,Shinovi Nexus - Senran Kagura launches for mobile and PC via DMM in Japan in 2026,,https://www.rpgsite.net/news/21018-shinovi-nexus-senran-kagura-launches-for-mobile-pc-via-dmm-in-japan-in-2026,2026-07-31T19:20:00+00:00,2026-08-03T05:48:34.158886+00:00,2026-08-03T05:48:34.158886+00:00,2026-08-05T04:08:31.878853+00:00,Game Announcement review candidate: hot_score >= 70; inside report period. Human approval required.,shinovi nexus senran kagura launches mobile japan 2026,,,,,,
2026-08-04,2026-07-21,2026-08-03,high_score_game_announcement,game_announcements,,,2026-07-31,74,game_lifecycle; market_keyword,RPG Site,major_gaming_media,Major gaming media,GLOBAL,Starsand Island full release date confirmed simultaneously worldwide on August 18,,https://www.rpgsite.net/news/21016-starsand-island-full-release-date-confirmed-simultaneously-worldwide-on-august-18,2026-07-31T16:43:00+00:00,2026-08-03T05:48:34.158886+00:00,2026-08-03T05:48:34.158886+00:00,2026-08-05T04:08:31.878853+00:00,Game Announcement review candidate: hot_score >= 70; inside report period. Human approval required.,starsand island full release date confirmed simultaneously worldwide,yes,Game Announcements,include,"Starsand Island confirmed a worldwide 1.0 launch on 18 Aug 2026 after Early Access. Treat as a global future-release watch, not local performance.",Starsand Island confirmed its worldwide 1.0 launch for 18 August 2026 after its Early Access period.,"A global future-release watch, not a local performance claim."
2026-08-04,2026-07-21,2026-08-03,high_score_game_announcement,game_announcements,,,2026-08-03,74,game_lifecycle; market_keyword,PocketGamer.biz,business_industry_media,Business / industry media,GLOBAL,"Garena is developing Palworld Online, launching this year",,https://www.pocketgamer.biz/garena-is-developing-palworld-online-launching-this-year/,2026-08-03T17:05:00+00:00,2026-08-05T04:08:31.878853+00:00,2026-08-05T04:08:31.878853+00:00,2026-08-05T04:08:31.878853+00:00,Game Announcement review candidate: hot_score >= 70; inside report period. Human approval required.,garena developing palworld online launching this year,,,,,,
2026-08-04,2026-07-21,2026-08-03,high_score_game_announcement,game_announcements,,,2026-08-03,74,game_lifecycle; market_keyword,Siliconera,major_gaming_media,Major gaming media,GLOBAL,Next FFVII Ever Crisis Before Crisis Chapter Launches This Week,,https://www.siliconera.com/next-ffvii-ever-crisis-before-crisis-chapter-launches-this-week/,2026-08-03T19:00:00+00:00,2026-08-05T04:08:31.878853+00:00,2026-08-05T04:08:31.878853+00:00,2026-08-05T04:08:31.878853+00:00,Game Announcement review candidate: hot_score >= 70; inside report period. Human approval required.,next ffvii ever crisis before crisis chapter launches,,,,,,
2026-08-04,2026-07-21,2026-08-03,high_score_game_announcement,game_announcements,,,2026-08-03,74,game_lifecycle; market_keyword,Siliconera,major_gaming_media,Major gaming media,GLOBAL,Suikoden Star Leap Japanese Mobile Release Date Set,,https://www.siliconera.com/suikoden-star-leap-japanese-mobile-release-date-set/,2026-08-03T18:00:00+00:00,2026-08-05T04:08:31.878853+00:00,2026-08-05T04:08:31.878853+00:00,2026-08-05T04:08:31.878853+00:00,Game Announcement review candidate: hot_score >= 70; inside report period. Human approval required.,suikoden star leap japanese mobile release date,,,,,,
2026-08-04,2026-07-21,2026-08-03,high_score_game_announcement,game_announcements,,,2026-08-03,0,,GamesIndustry.biz,business_industry_media,Business / industry media,GLOBAL,Ustwo Games was pushed out of mobile by the rise of free-to-play – but the mobile way of doing things is coming to PC,,https://www.gamesindustry.biz/ustwo-games-was-pushed-out-of-mobile-by-the-rise-of-free-to-play-but-the-mobile-way-of-doing-things-is-coming-to-pc,2026-08-03T14:59:24+00:00,2026-08-05T04:08:31.878853+00:00,2026-08-05T04:08:31.878853+00:00,2026-08-05T04:08:31.878853+00:00,Game Announcement review candidate: qualifying regional launch or release announcement marker; inside report period. Human approval required.,ustwo games pushed mobile rise free play mobile,,,,,,
2026-08-04,2026-07-21,2026-08-03,selected_game_release_news,game_releases,Ragnarok: The New World,selected_game_name_in_article_title,2026-08-01,105,game_lifecycle; platform_store; market_keyword,PinoyGamer,regional_gaming_media,Regional gaming media,PH,"Ragnarok: The New World has been soft-launched in Southeast Asia for iOS, Android, and PC",,https://pinoygamer.ph/articles/ragnarok-the-new-world-has-been-soft-launched-in-southeast-asia-for-ios-android-and-pc.27918/?utm_source=rss&utm_medium=rss,2026-08-01T05:21:10+00:00,2026-08-03T05:48:34.158886+00:00,2026-08-05T04:08:31.878853+00:00,2026-08-05T04:08:31.878853+00:00,Game Release article matched to Sensor Tower/SteamDB selected game.,ragnarok world been soft launched southeast asia android,no,,exclude,Release-support articles are not used because launch details belong in Released Games.,"Ragnarok: The New World was soft-launched in Southeast Asia for iOS, Android, and PC, according to the source.",A country-relevant regional release update for SEA6 readers.
2026-08-04,2026-07-21,2026-08-03,selected_game_release_news,game_releases,Ragnarok: The New World,selected_game_name_in_article_title,2026-07-31,81,game_lifecycle; market_keyword,PinoyGamer,regional_gaming_media,Regional gaming media,PH,Ragnarok: The New World Officially Launches in Southeast Asia on Mobile and PC,,https://pinoygamer.ph/articles/ragnarok-the-new-world-officially-launches-in-southeast-asia-on-mobile-and-pc.27916/?utm_source=rss&utm_medium=rss,2026-07-31T13:23:49+00:00,2026-08-03T05:48:34.158886+00:00,2026-08-05T04:08:31.878853+00:00,2026-08-05T04:08:31.878853+00:00,Game Release article matched to Sensor Tower/SteamDB selected game.,ragnarok world officially launches southeast asia mobile,no,,exclude,Release-support articles are not used because launch details belong in Released Games.,"Ragnarok: The New World officially launched in Southeast Asia on mobile and PC, according to the source.",A regional launch development relevant across SEA6.
2026-08-04,2026-07-21,2026-08-01,industry_trend,industry_reports,,industry_story_theme,2026-07-31,74,business; market_keyword,GamesIndustry.biz,business_industry_media,Business / industry media,GLOBAL,Roblox Q2 revenue rises 36% to $1.5bn,,https://www.gamesindustry.biz/roblox-q2-revenue-rises-36-to-15bn,2026-07-31T07:52:59+00:00,2026-08-03T05:48:34.158886+00:00,2026-08-05T04:08:31.878853+00:00,2026-08-05T04:08:31.878853+00:00,Industry trend review candidate: high-score radar item; repeated story themes from earlier briefs are suppressed.,publisher_financial_results,yes,Industry Trends,include,"Roblox reported Q2 revenue of $1.5 billion, up 36%. It is a global live-service platform signal relevant to the SEA6 youth and creator-game market.","Roblox reported $1.5 billion in second-quarter revenue, up 36% year over year.",A global live-service platform signal relevant to the SEA6 youth and creator-game market.
